lat,long,elev,name,Year,Temp
-30.85,128.11,159,FORREST,2003,25.90055
-30.85,128.11,159,FORREST,2004,25.90137
-30.85,128.11,159,FORREST,2005,26.80368
-30.85,128.11,159,FORREST,2006,26.0126
-30.85,128.11,159,FORREST,2007,27.17479
-30.85,128.11,159,FORREST,2008,26.55301
-30.85,128.11,159,FORREST,2009,26.527
-30.85,128.11,159,FORREST,2010,25.37548
-30.85,128.11,159,FORREST,2011,25.31421
-30.85,128.11,159,FORREST,2012,27.23699
-30.85,128.11,159,FORREST,2013,27.94558
-30.85,128.11,159,FORREST,2014,27.04767
-30.85,128.11,159,FORREST,2015,26.96177
-30.85,128.11,159,FORREST,2016,25.69317
-30.85,128.11,159,FORREST,2017,26.5611
-30.85,128.11,159,FORREST,2018,26.65824
-30.85,128.11,159,FORREST,2019,30.20933
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1975,22.17647
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1976,25.0541
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1977,25.76603
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1978,25.01397
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1979,25.28027
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1980,25.50601
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1981,24.49753
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1982,25.17616
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1983,25.48164
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1984,24.18607
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1985,25.23315
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1986,24.04055
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1987,24.73205
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1988,24.92459
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1989,24.42356
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1990,24.29644
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1991,25.79589
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1992,23.14891
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1993,24.24795
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1994,26.18822
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1995,23.94986
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1996,25.43973
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1997,24.80548
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1998,24.93863
-30.78,121.45,365.3,KALGOORLIE-BOULDER,1999,24.38658
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2000,23.90219
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2001,24.48247
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2002,26.00575
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2003,25.09205
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2004,25.19016
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2005,25.72466
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2006,25.50247
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2007,25.91836
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2008,24.99153
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2009,25.59452
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2010,25.84685
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2011,24.78822
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2012,25.84795
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2013,26.05178
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2014,26.12959
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2015,26.33984
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2016,24.91944
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2017,25.7074
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2018,25.84877
-30.78,121.45,365.3,KALGOORLIE-BOULDER,2019,29.135
-25.03,128.3,598,GILES,1975,26.88595
-25.03,128.3,598,GILES,1976,28.48798
-25.03,128.3,598,GILES,1977,29.66795
-25.03,128.3,598,GILES,1978,28.15781
-25.03,128.3,598,GILES,1979,29.2663
-25.03,128.3,598,GILES,1980,30.2429
-25.03,128.3,598,GILES,1981,28.93781
-25.03,128.3,598,GILES,1982,28.31562
-25.03,128.3,598,GILES,1983,28.63973
-25.03,128.3,598,GILES,1984,28.24918
-25.03,128.3,598,GILES,1985,29.69671
-25.03,128.3,598,GILES,1986,29.41808
-25.03,128.3,598,GILES,1987,28.61786
-25.03,128.3,598,GILES,1988,29.07787
-25.03,128.3,598,GILES,1989,28.03479
-25.03,128.3,598,GILES,1990,29.5411
-25.03,128.3,598,GILES,1991,30.33096
-25.03,128.3,598,GILES,1992,28.36803
-25.03,128.3,598,GILES,1993,28.78603
-25.03,128.3,598,GILES,1994,29.76603
-25.03,128.3,598,GILES,1995,28.72301
-25.03,128.3,598,GILES,1996,30.07295
-25.03,128.3,598,GILES,1997,29.30192
-25.03,128.3,598,GILES,1998,29.68411
-25.03,128.3,598,GILES,1999,28.74877
-25.03,128.3,598,GILES,2000,27.92978
-25.03,128.3,598,GILES,2001,27.61397
-25.03,128.3,598,GILES,2002,30.20137
-25.03,128.3,598,GILES,2003,29.62548
-25.03,128.3,598,GILES,2004,29.71421
-25.03,128.3,598,GILES,2005,30.61425
-25.03,128.3,598,GILES,2006,29.78219
-25.03,128.3,598,GILES,2007,29.90137
-25.03,128.3,598,GILES,2008,30.28033
-25.03,128.3,598,GILES,2009,30.50219
-25.03,128.3,598,GILES,2010,28.69808
-25.03,128.3,598,GILES,2011,28.87534
-25.03,128.3,598,GILES,2012,29.73825
-25.03,128.3,598,GILES,2013,30.53014
-25.03,128.3,598,GILES,2014,30.41589
-25.03,128.3,598,GILES,2015,30.39699
-25.03,128.3,598,GILES,2016,29.37896
-25.03,128.3,598,GILES,2017,30.45288
-25.03,128.3,598,GILES,2018,30.8474
-25.03,128.3,598,GILES,2019,35.0596
-12.42,130.89,30.4,DARWIN,1975,31.86895
-12.42,130.89,30.4,DARWIN,1976,31.67951
-12.42,130.89,30.4,DARWIN,1977,31.03609
-12.42,130.89,30.4,DARWIN,1978,31.68
-12.42,130.89,30.4,DARWIN,1979,31.97589
-12.42,130.89,30.4,DARWIN,1980,32.34836
-12.42,130.89,30.4,DARWIN,1981,32.11918
-12.42,130.89,30.4,DARWIN,1982,31.86192
-12.42,130.89,30.4,DARWIN,1983,32.13233
-12.42,130.89,30.4,DARWIN,1984,31.74481
-12.42,130.89,30.4,DARWIN,1985,32.20329
-12.42,130.89,30.4,DARWIN,1986,32.23041
-12.42,130.89,30.4,DARWIN,1987,32.20877
-12.42,130.89,30.4,DARWIN,1988,32.53279
-12.42,130.89,30.4,DARWIN,1989,32.14959
-12.42,130.89,30.4,DARWIN,1990,32.33984
-12.42,130.89,30.4,DARWIN,1991,31.97836
-12.42,130.89,30.4,DARWIN,1992,32.46202
-12.42,130.89,30.4,DARWIN,1993,32.40548
-12.42,130.89,30.4,DARWIN,1994,32.26411
-12.42,130.89,30.4,DARWIN,1995,31.82767
-12.42,130.89,30.4,DARWIN,1996,32.40795
-12.42,130.89,30.4,DARWIN,1997,31.94548
-12.42,130.89,30.4,DARWIN,1998,32.84055
-12.42,130.89,30.4,DARWIN,1999,31.82822
-12.42,130.89,30.4,DARWIN,2000,31.59454
-12.42,130.89,30.4,DARWIN,2001,32.13178
-12.42,130.89,30.4,DARWIN,2002,32.69014
-12.42,130.89,30.4,DARWIN,2003,32.57918
-12.42,130.89,30.4,DARWIN,2004,32.12459
-12.42,130.89,30.4,DARWIN,2005,32.8074
-12.42,130.89,30.4,DARWIN,2006,31.79123
-12.42,130.89,30.4,DARWIN,2007,32.22493
-12.42,130.89,30.4,DARWIN,2008,32.53989
-12.42,130.89,30.4,DARWIN,2009,32.67288
-12.42,130.89,30.4,DARWIN,2010,32.61616
-12.42,130.89,30.4,DARWIN,2011,31.63233
-12.42,130.89,30.4,DARWIN,2012,32.33169
-12.42,130.89,30.4,DARWIN,2013,32.68192
-12.42,130.89,30.4,DARWIN,2014,32.63781
-12.42,130.89,30.4,DARWIN,2015,32.61429
-12.42,130.89,30.4,DARWIN,2016,33.23525
-12.42,130.89,30.4,DARWIN,2017,32.78
-12.42,130.89,30.4,DARWIN,2018,32.82027
-12.42,130.89,30.4,DARWIN,2019,32.91656
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1975,34.33691
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1976,33.96885
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1977,35.05427
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1978,35.00734
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1979,35.30342
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1980,35.46555
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1981,35.20056
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1982,33.93196
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1983,35.10609
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1984,34.59693
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1985,35.14239
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1986,36.0789
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1987,34.97721
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1988,36.1696
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1989,35.29464
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1990,35.53555
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1991,35.44107
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1992,36.37111
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1993,34.79058
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1994,34.3263
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1995,34.47673
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1996,35.50847
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1997,34.63352
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1998,36.19496
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,1999,34.34898
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2000,33.63944
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2001,34.12735
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2002,35.59178
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2003,34.88901
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2004,34.65485
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2005,35.66981
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2006,34.01071
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2007,34.20954
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2008,34.65565
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2009,35.3625
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2010,34.31397
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2011,33.09452
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2012,34.41602
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2013,35.95962
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2014,35.00384
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2015,35.12
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2016,36.05671
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2017,35.00716
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2018,35.65773
-16.4,131.01,88.5,VICTORIA RIVER DOWNS,2019,37.27047
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1975,29.95397
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1976,30.12486
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1977,29.95808
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1978,30.55785
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1979,31.79616
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1980,32.77885
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1981,31.4023
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1982,30.65679
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1983,31.4811
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1984,30.64727
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1985,31.95699
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1986,32.33781
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1987,31.39452
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1988,32.6
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1989,31.22521
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1990,32.49507
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1991,31.86247
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1992,32.4541
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1993,30.80685
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1994,31.65507
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1995,31.68705
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1996,32.28384
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1997,30.88493
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1998,32.46795
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,1999,31.93452
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2000,30.42732
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2001,30.62
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2002,32.59808
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2003,31.80986
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2004,32.05683
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2005,33.00301
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2006,31.31397
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2007,31.91648
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2008,32.82049
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2009,32.32575
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2010,30.65863
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2011,30.22493
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2012,31.72951
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2013,33.70438
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2014,32.14685
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2015,32.01562
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2016,32.83064
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2017,33.11823
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2018,33.56374
-19.64,134.18,375.7,TENNANTCREEKAIRPORT,2019,35.88808
-23.8,133.89,546,ALICE SPRINGS,1975,27.59346
-23.8,133.89,546,ALICE SPRINGS,1976,27.67814
-23.8,133.89,546,ALICE SPRINGS,1977,28.93151
-23.8,133.89,546,ALICE SPRINGS,1978,28.47041
-23.8,133.89,546,ALICE SPRINGS,1979,29.6937
-23.8,133.89,546,ALICE SPRINGS,1980,30.69754
-23.8,133.89,546,ALICE SPRINGS,1981,29.26575
-23.8,133.89,546,ALICE SPRINGS,1982,28.55616
-23.8,133.89,546,ALICE SPRINGS,1983,28.82575
-23.8,133.89,546,ALICE SPRINGS,1984,28.7265
-23.8,133.89,546,ALICE SPRINGS,1985,29.64301
-23.8,133.89,546,ALICE SPRINGS,1986,28.99726
-23.8,133.89,546,ALICE SPRINGS,1987,29.12603
-23.8,133.89,546,ALICE SPRINGS,1988,29.25765
-23.8,133.89,546,ALICE SPRINGS,1989,28.47589
-23.8,133.89,546,ALICE SPRINGS,1990,29.78548
-23.8,133.89,546,ALICE SPRINGS,1991,30.30767
-23.8,133.89,546,ALICE SPRINGS,1992,29.37459
-23.8,133.89,546,ALICE SPRINGS,1993,28.90549
-23.8,133.89,546,ALICE SPRINGS,1994,29.72329
-23.8,133.89,546,ALICE SPRINGS,1995,29.04904
-23.8,133.89,546,ALICE SPRINGS,1996,30.5347
-23.8,133.89,546,ALICE SPRINGS,1997,29.12329
-23.8,133.89,546,ALICE SPRINGS,1998,29.9926
-23.8,133.89,546,ALICE SPRINGS,1999,29.74932
-23.8,133.89,546,ALICE SPRINGS,2000,28.0459
-23.8,133.89,546,ALICE SPRINGS,2001,28.01703
-23.8,133.89,546,ALICE SPRINGS,2002,30.46
-23.8,133.89,546,ALICE SPRINGS,2003,29.94192
-23.8,133.89,546,ALICE SPRINGS,2004,29.69454
-23.8,133.89,546,ALICE SPRINGS,2005,30.37205
-23.8,133.89,546,ALICE SPRINGS,2006,29.81315
-23.8,133.89,546,ALICE SPRINGS,2007,29.59589
-23.8,133.89,546,ALICE SPRINGS,2008,29.36932
-23.8,133.89,546,ALICE SPRINGS,2009,29.95425
-23.8,133.89,546,ALICE SPRINGS,2010,26.62466
-23.8,133.89,546,ALICE SPRINGS,2011,28.43945
-23.8,133.89,546,ALICE SPRINGS,2012,29.56995
-23.8,133.89,546,ALICE SPRINGS,2013,30.82082
-23.8,133.89,546,ALICE SPRINGS,2014,29.70137
-23.8,133.89,546,ALICE SPRINGS,2015,29.13571
-23.8,133.89,546,ALICE SPRINGS,2016,29.42295
-23.8,133.89,546,ALICE SPRINGS,2017,30.59945
-23.8,133.89,546,ALICE SPRINGS,2018,30.73306
-23.8,133.89,546,ALICE SPRINGS,2019,33.85733
-20.18,130.01,340,RABBIT FLAT,1975,31.98533
-20.18,130.01,340,RABBIT FLAT,1976,33.22611
-20.18,130.01,340,RABBIT FLAT,1977,33.23196
-20.18,130.01,340,RABBIT FLAT,1978,32.59091
-20.18,130.01,340,RABBIT FLAT,1979,34.4211
-20.18,130.01,340,RABBIT FLAT,1980,35.19083
-20.18,130.01,340,RABBIT FLAT,1981,33.71994
-20.18,130.01,340,RABBIT FLAT,1982,32.74816
-20.18,130.01,340,RABBIT FLAT,1983,33.52877
-20.18,130.01,340,RABBIT FLAT,1984,33.48962
-20.18,130.01,340,RABBIT FLAT,1985,34.35592
-20.18,130.01,340,RABBIT FLAT,1986,34.46356
-20.18,130.01,340,RABBIT FLAT,1987,33.0584
-20.18,130.01,340,RABBIT FLAT,1988,34.65656
-20.18,130.01,340,RABBIT FLAT,1989,33.78575
-20.18,130.01,340,RABBIT FLAT,1990,34.67863
-20.18,130.01,340,RABBIT FLAT,1991,34.07973
-20.18,130.01,340,RABBIT FLAT,1992,34.78575
-20.18,130.01,340,RABBIT FLAT,1993,32.90438
-20.18,130.01,340,RABBIT FLAT,1994,33.42356
-20.18,130.01,340,RABBIT FLAT,1995,33.77753
-20.18,130.01,340,RABBIT FLAT,1996,35.0541
-20.18,130.01,340,RABBIT FLAT,1997,33.18379
-20.18,130.01,340,RABBIT FLAT,1998,34.53556
-20.18,130.01,340,RABBIT FLAT,1999,33.84691
-20.18,130.01,340,RABBIT FLAT,2000,32.34848
-20.18,130.01,340,RABBIT FLAT,2001,32.0011
-20.18,130.01,340,RABBIT FLAT,2002,34.61534
-20.18,130.01,340,RABBIT FLAT,2003,33.96529
-20.18,130.01,340,RABBIT FLAT,2004,33.938
-20.18,130.01,340,RABBIT FLAT,2005,35.23915
-20.18,130.01,340,RABBIT FLAT,2006,32.74006
-20.18,130.01,340,RABBIT FLAT,2007,33.10382
-20.18,130.01,340,RABBIT FLAT,2008,34.27159
-20.18,130.01,340,RABBIT FLAT,2009,34.7649
-20.18,130.01,340,RABBIT FLAT,2010,32.52376
-20.18,130.01,340,RABBIT FLAT,2011,32.14667
-20.18,130.01,340,RABBIT FLAT,2012,33.72459
-20.18,130.01,340,RABBIT FLAT,2013,34.98384
-20.18,130.01,340,RABBIT FLAT,2014,33.54176
-20.18,130.01,340,RABBIT FLAT,2015,33.92795
-20.18,130.01,340,RABBIT FLAT,2016,34.67131
-20.18,130.01,340,RABBIT FLAT,2017,34.38457
-20.18,130.01,340,RABBIT FLAT,2018,34.98297
-20.18,130.01,340,RABBIT FLAT,2019,38.23974
-31.16,136.81,166.6,WOOMERA,1975,24.31667
-31.16,136.81,166.6,WOOMERA,1976,25.11421
-31.16,136.81,166.6,WOOMERA,1977,26.57041
-31.16,136.81,166.6,WOOMERA,1978,24.92247
-31.16,136.81,166.6,WOOMERA,1979,25.87671
-31.16,136.81,166.6,WOOMERA,1980,26.76284
-31.16,136.81,166.6,WOOMERA,1981,26.18301
-31.16,136.81,166.6,WOOMERA,1982,26.28849
-31.16,136.81,166.6,WOOMERA,1983,26.07178
-31.16,136.81,166.6,WOOMERA,1984,25.01175
-31.16,136.81,166.6,WOOMERA,1985,25.42795
-31.16,136.81,166.6,WOOMERA,1986,25.21507
-31.16,136.81,166.6,WOOMERA,1987,25.41726
-31.16,136.81,166.6,WOOMERA,1988,26.15246
-31.16,136.81,166.6,WOOMERA,1989,24.69671
-31.16,136.81,166.6,WOOMERA,1990,26.21507
-31.16,136.81,166.6,WOOMERA,1991,26.84164
-31.16,136.81,166.6,WOOMERA,1992,24.59262
-31.16,136.81,166.6,WOOMERA,1993,26.05671
-31.16,136.81,166.6,WOOMERA,1994,26.54356
-31.16,136.81,166.6,WOOMERA,1995,25.52137
-31.16,136.81,166.6,WOOMERA,1996,26.33033
-31.16,136.81,166.6,WOOMERA,1997,26.15562
-31.16,136.81,166.6,WOOMERA,1998,25.70986
-31.16,136.81,166.6,WOOMERA,1999,26.52082
-31.16,136.81,166.6,WOOMERA,2000,26.53443
-31.16,136.81,166.6,WOOMERA,2001,26.06548
-31.16,136.81,166.6,WOOMERA,2002,26.72932
-31.16,136.81,166.6,WOOMERA,2003,26.48192
-31.16,136.81,166.6,WOOMERA,2004,26.46284
-31.16,136.81,166.6,WOOMERA,2005,26.9811
-31.16,136.81,166.6,WOOMERA,2006,26.7674
-31.16,136.81,166.6,WOOMERA,2007,27.04493
-31.16,136.81,166.6,WOOMERA,2008,26.1272
-31.16,136.81,166.6,WOOMERA,2009,26.94712
-31.16,136.81,166.6,WOOMERA,2010,25.40904
-31.16,136.81,166.6,WOOMERA,2011,26.31566
-31.16,136.81,166.6,WOOMERA,2012,26.50055
-31.16,136.81,166.6,WOOMERA,2013,27.42308
-31.16,136.81,166.6,WOOMERA,2014,27.52959
-31.16,136.81,166.6,WOOMERA,2015,26.55233
-31.16,136.81,166.6,WOOMERA,2016,26.47486
-31.16,136.81,166.6,WOOMERA,2017,26.94219
-31.16,136.81,166.6,WOOMERA,2018,27.16722
-31.16,136.81,166.6,WOOMERA,2019,31.07267
-30.71,134.58,123,TARCOOLA,1975,25.31438
-30.71,134.58,123,TARCOOLA,1976,26.03626
-30.71,134.58,123,TARCOOLA,1977,27.29612
-30.71,134.58,123,TARCOOLA,1978,25.58534
-30.71,134.58,123,TARCOOLA,1979,26.6148
-30.71,134.58,123,TARCOOLA,1980,27.24536
-30.71,134.58,123,TARCOOLA,1981,27.07103
-30.71,134.58,123,TARCOOLA,1982,27.47797
-30.71,134.58,123,TARCOOLA,1983,26.17101
-30.71,134.58,123,TARCOOLA,1984,25.96591
-30.71,134.58,123,TARCOOLA,1985,26.39579
-30.71,134.58,123,TARCOOLA,1986,26.28439
-30.71,134.58,123,TARCOOLA,1987,25.34337
-30.71,134.58,123,TARCOOLA,1988,26.83636
-30.71,134.58,123,TARCOOLA,1989,25.65647
-30.71,134.58,123,TARCOOLA,1990,26.76082
-30.71,134.58,123,TARCOOLA,1991,27.52849
-30.71,134.58,123,TARCOOLA,1992,25.14699
-30.71,134.58,123,TARCOOLA,1993,26.68681
-30.71,134.58,123,TARCOOLA,1994,27.40055
-30.71,134.58,123,TARCOOLA,1995,26.44118
-30.71,134.58,123,TARCOOLA,1996,26.99422
-30.71,134.58,123,TARCOOLA,1997,26.80889
-30.71,134.58,123,TARCOOLA,1998,26.78504
-30.71,134.58,123,TARCOOLA,1999,27.42436
-30.71,134.58,123,TARCOOLA,2000,27.17475
-30.71,134.58,123,TARCOOLA,2001,26.68464
-30.71,134.58,123,TARCOOLA,2002,26.84423
-30.71,134.58,123,TARCOOLA,2003,27.34363
-30.71,134.58,123,TARCOOLA,2004,27.40495
-30.71,134.58,123,TARCOOLA,2005,28.00308
-30.71,134.58,123,TARCOOLA,2006,27.66581
-30.71,134.58,123,TARCOOLA,2007,27.52478
-30.71,134.58,123,TARCOOLA,2008,27.46288
-30.71,134.58,123,TARCOOLA,2009,27.91777
-30.71,134.58,123,TARCOOLA,2010,26.62841
-30.71,134.58,123,TARCOOLA,2011,27.26621
-30.71,134.58,123,TARCOOLA,2012,27.93497
-30.71,134.58,123,TARCOOLA,2013,28.64192
-30.71,134.58,123,TARCOOLA,2014,28.5409
-30.71,134.58,123,TARCOOLA,2015,27.8544
-30.71,134.58,123,TARCOOLA,2016,27.08825
-30.71,134.58,123,TARCOOLA,2017,27.93324
-30.71,134.58,123,TARCOOLA,2018,28.12
-30.71,134.58,123,TARCOOLA,2019,32
-27.56,135.45,116.5,OODNADATTA,1975,26.84444
-27.56,135.45,116.5,OODNADATTA,1976,27.74932
-27.56,135.45,116.5,OODNADATTA,1977,29.37233
-27.56,135.45,116.5,OODNADATTA,1978,28.03425
-27.56,135.45,116.5,OODNADATTA,1979,29.08681
-27.56,135.45,116.5,OODNADATTA,1980,30.23197
-27.56,135.45,116.5,OODNADATTA,1981,29.2063
-27.56,135.45,116.5,OODNADATTA,1982,29.29425
-27.56,135.45,116.5,OODNADATTA,1983,29.41209
-27.56,135.45,116.5,OODNADATTA,1984,28.19426
-27.56,135.45,116.5,OODNADATTA,1985,28.59824
-27.56,135.45,116.5,OODNADATTA,1986,27.32
-27.56,135.45,116.5,OODNADATTA,1987,27.28619
-27.56,135.45,116.5,OODNADATTA,1988,29.49937
-27.56,135.45,116.5,OODNADATTA,1989,28.21598
-27.56,135.45,116.5,OODNADATTA,1990,29.70483
-27.56,135.45,116.5,OODNADATTA,1991,33.32345
-27.56,135.45,116.5,OODNADATTA,1994,43.8
-27.56,135.45,116.5,OODNADATTA,1995,28.68947
-27.56,135.45,116.5,OODNADATTA,1996,29.65359
-27.56,135.45,116.5,OODNADATTA,1997,29.06404
-27.56,135.45,116.5,OODNADATTA,1998,28.58171
-27.56,135.45,116.5,OODNADATTA,1999,29.62033
-27.56,135.45,116.5,OODNADATTA,2000,29.23674
-27.56,135.45,116.5,OODNADATTA,2001,28.60904
-27.56,135.45,116.5,OODNADATTA,2002,29.9961
-27.56,135.45,116.5,OODNADATTA,2003,29.69396
-27.56,135.45,116.5,OODNADATTA,2004,29.81534
-27.56,135.45,116.5,OODNADATTA,2005,30.31068
-27.56,135.45,116.5,OODNADATTA,2006,29.09815
-27.56,135.45,116.5,OODNADATTA,2007,30.06795
-27.56,135.45,116.5,OODNADATTA,2008,29.08525
-27.56,135.45,116.5,OODNADATTA,2009,29.9467
-27.56,135.45,116.5,OODNADATTA,2010,27.77699
-27.56,135.45,116.5,OODNADATTA,2011,29.2011
-27.56,135.45,116.5,OODNADATTA,2012,29.6725
-27.56,135.45,116.5,OODNADATTA,2013,30.95068
-27.56,135.45,116.5,OODNADATTA,2014,30.52192
-27.56,135.45,116.5,OODNADATTA,2015,29.76346
-27.56,135.45,116.5,OODNADATTA,2016,29.17732
-27.56,135.45,116.5,OODNADATTA,2017,30.42466
-27.56,135.45,116.5,OODNADATTA,2018,30.73829
-27.56,135.45,116.5,OODNADATTA,2019,34.44503
